10:33:12,921 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback-test.xml]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback.groovy]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Found resource [logback.xml] at [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml]
10:33:12,956 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@5fa7e7ff - URL [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml] is not of type file
10:33:13,053 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - debug attribute not set
10:33:13,072 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
10:33:13,077 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [CONSOLE]
10:33:13,087 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,155 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
10:33:13,161 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [FILE]
10:33:13,188 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - No compression will be used
10:33:13,190 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - Will use the pattern log/uds-web-api.%d{yyyy-MM-dd}.%i.log for the active file
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - The date pattern is 'yyyy-MM-dd' from file name pattern 'log/uds-web-api.%d{yyyy-MM-dd}.%i.log'.
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Roll-over at midnight.
10:33:13,198 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Setting initial period to Thu Apr 29 10:33:13 CST 2021
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - SizeAndTimeBasedFNATP is deprecated. Use SizeAndTimeBasedRollingPolicy instead
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - For more information see http://logback.qos.ch/manual/appenders.html#SizeAndTimeBasedRollingPolicy
10:33:13,202 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - Active log file name: log/uds-web-api.2021-04-29.0.log
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - File property is set to [null]
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [com.cetc28] to INFO
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.RootLoggerAction - Setting level of ROOT logger to INFO
10:33:13,206 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [FILE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - End of configuration.
10:33:13,208 |-INFO in ch.qos.logback.classic.joran.JoranConfigurator@4d76f3f8 - Registering current configuration as safe fallback point


  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
15:48:38.514 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 15:48:38(String), DZ23(String)
15:48:38.515 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
15:48:38.515 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
15:48:38.516 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 15:48:38(String), DZ24(String)
15:48:38.517 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
15:48:38.517 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
15:48:38.517 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 15:48:38(String), DZ25(String)
15:48:38.518 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
15:48:38.518 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
15:48:38.518 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 15:48:38(String), DZ26(String)
15:48:38.519 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
15:48:38.519 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
15:48:38.520 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 15:48:38(String), DZ27(String)
15:48:38.521 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
15:48:38.521 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
15:48:38.521 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 15:48:38(String), DZ99(String)
15:48:38.522 [http-nio-8382-exec-8] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:12:59.398 [http-nio-8382-exec-2] DEBUG c.l.udssystem.dao.UserDao.selectOne - ==>  Preparing: SELECT user_id,user_code,username,password,nickname,email,user_state,phone,card_id,tel,real_name,english_name,sex,position,birthday,nation,nationality,address,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM t_user WHERE user_code = ? 
16:12:59.399 [http-nio-8382-exec-2] DEBUG c.l.udssystem.dao.UserDao.selectOne - ==> Parameters: 70205973(String)
16:12:59.400 [http-nio-8382-exec-2] DEBUG c.l.udssystem.dao.UserDao.selectOne - <==      Total: 1
16:12:59.400 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getUserByUserId - ==>  Preparing: SELECT tu.user_id, tu.user_code, tu.username, tu.nickname, tu.email, tu.user_state, tu.phone, tu.card_id, tu.tel, tu.real_name, tu.english_name, tu.sex, tu.position, tu.birthday, tu.nation, tu.nationality, tu.address, tu.crt_time, tu.crt_user, tu.crt_name, tu.upd_time, tu.upd_user, tu.upd_name, tor.org_id, tor.org_code, tor.org_name, tr.role_id, tr.role_code, tr.role_name, tr.role_order, tr.group_type, tr.data_scope, tr.built_in FROM t_user tu LEFT JOIN t_user_org tuo ON tu.user_id = tuo.user_id LEFT JOIN t_org tor ON tuo.org_id = tor.org_id LEFT JOIN t_user_role tur ON tur.user_id = tu.user_id LEFT JOIN t_role tr ON tr.role_id = tur.role_id WHERE tu.user_id = ? and tor.org_state = 1 
16:12:59.401 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getUserByUserId - ==> Parameters: 3005(Long)
16:12:59.408 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getUserByUserId - <==      Total: 6
16:12:59.408 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
16:12:59.409 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: 93(Long)
16:12:59.409 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 1
16:12:59.409 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
16:12:59.410 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: 17(Long)
16:12:59.410 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 1
16:12:59.410 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
16:12:59.410 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: null
16:12:59.411 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 0
16:12:59.411 [http-nio-8382-exec-2] DEBUG c.l.u.d.O.queryRoleByOrgIds - ==>  Preparing: SELECT tr.role_id, tr.role_code, tr.role_name, tr.role_description, tr.group_type, tr.data_scope, tr.built_in FROM t_role tr LEFT JOIN t_org_role tor ON tor.role_id = tr.role_id WHERE tor.org_id IN ( ? , ? , ? ) 
16:12:59.411 [http-nio-8382-exec-2] DEBUG c.l.u.d.O.queryRoleByOrgIds - ==> Parameters: 93(Long), 17(Long), null
16:12:59.412 [http-nio-8382-exec-2] DEBUG c.l.u.d.O.queryRoleByOrgIds - <==      Total: 0
16:12:59.412 [http-nio-8382-exec-2] DEBUG c.l.u.d.U.getOutDateRoleByUserCode - ==>  Preparing: SELECT a.role_id FROM t_user_role a INNER JOIN t_user b on a.user_id=b.user_id WHERE b.user_code=? AND (a.effect_date>CURRENT_DATE OR CURRENT_DATE >a.last_effect_date) 
16:12:59.413 [http-nio-8382-exec-2] DEBUG c.l.u.d.U.getOutDateRoleByUserCode - ==> Parameters: 70205973(String)
16:12:59.413 [http-nio-8382-exec-2] DEBUG c.l.u.d.U.getOutDateRoleByUserCode - <==      Total: 0
16:12:59.414 [http-nio-8382-exec-2] DEBUG c.l.u.d.M.selectAllMenuByRoleIds - ==>  Preparing: SELECT menu_id, menu_name, parent_id, menu_url, menu_icon, menu_type,menu_perms, menu_sort,perms_type, on_off FROM t_menu WHERE menu_id IN ( SELECT a.menu_id FROM t_role_menu a WHERE a.role_id IN ( ? , ? , ? , ? , ? , ? ) ) 
16:12:59.414 [http-nio-8382-exec-2] DEBUG c.l.u.d.M.selectAllMenuByRoleIds - ==> Parameters: 2(Long), 6(Long), 9(Long), 11(Long), 16(Long), 31(Long)
16:12:59.416 [http-nio-8382-exec-2] DEBUG c.l.u.d.M.selectAllMenuByRoleIds - <==      Total: 72
16:12:59.417 [http-nio-8382-exec-2] DEBUG c.l.u.dao.MenuDao.selectMenuTypeList - ==>  Preparing: SELECT menu_id, menu_name, parent_id, menu_url, menu_icon, menu_type,menu_perms, menu_sort,perms_type, on_off FROM t_menu WHERE menu_id IN ( SELECT a.menu_id FROM t_role_menu a WHERE menu_type = ? and a.role_id IN ( ? , ? , ? , ? , ? , ? ) ) 
16:12:59.417 [http-nio-8382-exec-2] DEBUG c.l.u.dao.MenuDao.selectMenuTypeList - ==> Parameters: 2(String), 2(Long), 6(Long), 9(Long), 11(Long), 16(Long), 31(Long)
16:12:59.419 [http-nio-8382-exec-2] DEBUG c.l.u.dao.MenuDao.selectMenuTypeList - <==      Total: 3
16:12:59.419 [http-nio-8382-exec-2] DEBUG c.l.u.d.O.queryOrgDtoByUserId - ==>  Preparing: SELECT a.org_id, a.org_code, a.org_name, a.org_email, a.org_tel, a.org_address, a.org_fax, a.org_type, a.parent_id, a.parent_code, a.org_linkman, a.org_description, a.org_state, a.org_sort FROM t_org a INNER JOIN t_user_org b ON a.org_id = b.org_id INNER JOIN t_user c ON b.user_id = c.user_id WHERE c.user_id = ? AND a.org_state = 1 
16:12:59.419 [http-nio-8382-exec-2] DEBUG c.l.u.d.O.queryOrgDtoByUserId - ==> Parameters: 3005(Long)
16:12:59.423 [http-nio-8382-exec-2] DEBUG c.l.u.d.O.queryOrgDtoByUserId - <==      Total: 1
16:12:59.424 [http-nio-8382-exec-2] DEBUG c.l.u.d.R.selectRoleByMasterAndAdmin - ==>  Preparing: SELECT role_id, role_code, role_name, role_description, group_type, data_scope, built_in,role_order FROM t_role WHERE group_type IN ( ? , ? , ? , ? ) and role_id NOT IN ( SELECT DISTINCT role_id FROM t_role WHERE group_type IN ( ? , ? , ? , ? ) AND role_code LIKE 'master%' or role_code IN ( ? , ? , ? , ? ) ) ORDER BY group_type, role_order 
16:12:59.425 [http-nio-8382-exec-2] DEBUG c.l.u.d.R.selectRoleByMasterAndAdmin - ==> Parameters: 2(Integer), 3(Integer), 5(Integer), 6(Integer), 2(Integer), 3(Integer), 5(Integer), 6(Integer), master-sys(String), master-pedu(String), master-lzjs(String), master-xcxj(String)
16:12:59.426 [http-nio-8382-exec-2] DEBUG c.l.u.d.R.selectRoleByMasterAndAdmin - <==      Total: 19
16:12:59.795 [http-nio-8382-exec-1] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==>  Preparing: select id, group_name, built_in,group_order, crt_time, crt_user, crt_name, upd_time, upd_user, upd_name from t_role_group order by group_order 
16:12:59.795 [http-nio-8382-exec-1] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==> Parameters: 
16:12:59.797 [http-nio-8382-exec-1] DEBUG c.l.u.dao.RoleGroupDao.selectAll - <==      Total: 8
16:13:08.135 [http-nio-8382-exec-4] DEBUG c.l.u.d.X.selectCondition - ==>  Preparing: SELECT distinct id, dw_bh, dw_mc, dw_fzrbh, dw_fzr, dw_ldbz, d.start_date, d.end_date FROM xcxj_target_info a LEFT JOIN ( SELECT a.object_code, b.start_date, b.end_date FROM xcxj_group_object a INNER JOIN xcxj_patrol_plan b ON a.plan_id = b.id INNER JOIN ( SELECT a.object_code, MAX( b.start_date ) max_date FROM xcxj_group_object a INNER JOIN xcxj_patrol_plan b ON a.plan_id = b.id GROUP BY a.object_code ) c ON a.object_code = c.object_code AND b.start_date = c.max_date ) d ON a.dw_bh = d.object_code where 1=1 
16:13:08.136 [http-nio-8382-exec-4] DEBUG c.l.u.d.X.selectCondition - ==> Parameters: 
16:13:08.138 [http-nio-8382-exec-4] DEBUG c.l.u.d.X.selectCondition - <==      Total: 28
16:13:08.139 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.139 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ01(String)
16:13:08.140 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
16:13:08.140 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.140 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ02(String)
16:13:08.141 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
16:13:08.142 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.142 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ03(String)
16:13:08.143 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
16:13:08.143 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.143 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ04(String)
16:13:08.144 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:13:08.144 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.144 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ05(String)
16:13:08.145 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:13:08.145 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.146 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ06(String)
16:13:08.146 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
16:13:08.147 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.147 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ07(String)
16:13:08.148 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
16:13:08.148 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.148 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ08(String)
16:13:08.149 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
16:13:08.149 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.149 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ09(String)
16:13:08.150 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:13:08.150 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.150 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ10(String)
16:13:08.151 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:13:08.151 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.151 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ11(String)
16:13:08.152 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:13:08.152 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.152 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ12(String)
16:13:08.153 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
16:13:08.154 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
16:13:08.154 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 16:13:08(String), DZ13(String)
16:13:08.155 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
